timestamp_s,ax,ay,az,gx,gy,gz,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed_mps,speed_kmh,heading_deg
0.0,0.2229,1.7441,10.0722,-0.00641,-0.00113,0.00417,0.0,0.0,0.0,0.0,0.015,0.0,0.015,0.05,0.0
0.016666666666666666,-0.13254572476600812,1.6507787556944955,9.969703983043114,0.004389766574276133,-0.004388680712413662,0.00014627037772325246,0.0,0.0006002911311251727,2.3805769845715164e-14,0.0,0.04,0.000732412470016968,0.04,0.1424293509908076,0.0
0.03333333333333333,-0.03711394627621329,1.313870786296701,9.901057790270835,0.0012803548164312816,0.005029813559949971,-0.004818355496732498,0.0,0.0020245512712236038,1.904461587657214e-13,0.0,0.065,0.0009704108712468556,0.065,0.2379533264449793,0.0
0.05,-0.3198,1.4733999999999998,9.8287,-0.00476,-0.00771,0.00465,0.0,0.003,0.0,0.0,0.09,0.001,0.09,0.32,0.0
0.06666666666666667,-0.4186672707976207,1.3601473993023265,9.475951783772635,0.010210821061363853,0.004762873900424912,-0.0024762652465869757,0.0,0.004549002253901589,-1.4588175761454274e-11,0.0,0.11499999999999998,0.0016961568921205063,0.11499999999999998,0.4129974165368099,0.0
0.08333333333333333,0.00763384803579233,1.4064341124575306,9.619310547528638,-5.93781608565294e-06,0.0066040316712221245,0.0039023330544256407,0.0,0.007382389055462065,-1.3760211086220252e-10,0.0,0.13999999999999999,0.0019909222894028446,0.13999999999999999,0.5080135510820912,0.0
0.1,0.02500000000000001,1.7364000000000002,9.8553,0.00282,0.0010099999999999998,-0.0018500000000000005,0.0,0.01,0.0,0.0,0.165,0.002,0.165,0.59,0.0
0.11666666666666667,0.06602015261377318,1.3748226679395663,9.77494160260597,0.0007505998131135326,-0.010454615787809554,0.0008279162993959558,0.0,0.013329484451531402,1.0561815445523024e-08,0.0,0.19,0.0030648124495510818,0.19,0.6829966319143932,0.0
0.13333333333333333,0.010745005399641266,1.5915169796361908,9.883283576772868,0.003500105511058987,-0.0013205953766224307,-0.0006544796111341956,0.0,0.016681328129797283,9.962373781807597e-08,0.0,0.21499999999999997,0.0029351849344268865,0.21499999999999997,0.778013467898732,0.0
0.15,-0.18930000000000002,1.1798,9.7415,0.00443,-0.0029600000000000004,0.00016000000000000007,0.0,0.02,0.0,0.0,0.24000000000000002,0.004,0.24000000000000002,0.8599999999999999,0.0
0.16666666666666666,-0.07436396231490948,1.6946410124515818,9.62670570728395,0.012634543874068491,0.00898377128850601,0.0003807904098374816,0.0,0.025015365948475216,-7.64673979438293e-06,0.0,0.26499999999999996,0.004009259262526204,0.26499999999999996,0.9529966329981276,0.0
0.18333333333333332,-0.219528868487248,1.680783742051419,9.722050239286748,-0.0071963781165455855,-0.0024366827002824092,-0.001133539037712703,0.0,0.030002711637969706,-7.212744857817608e-05,0.0,0.2899999999999999,0.004305555555901906,0.2899999999999999,1.0480134680136264,0.0
